root_uid	argmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	arg_status	level
KC003A59I	EMKC003A59I.000608	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_332	39,303,88,318	Beijing	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000621	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_333	474,267,538,283	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000634	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_333	36,302,87,318	Moscow	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000647	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_334	473,268,540,283	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000660	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_334	42,305,84,320	Berlin	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000673	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_335	473,266,540,285	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000686	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_335	40,304,84,322	Beijing	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000699	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_336	473,269,539,285	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000712	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_336	39,304,88,319	Beijing	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000725	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_337	472,269,539,284	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000738	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_337	42,305,84,320	Berlin	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000751	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_338	470,265,540,283	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000764	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_338	38,303,89,320	London	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000777	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_339	472,266,540,284	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000790	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_339	37,305,90,321	Moscow	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000803	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_340	472,265,539,283	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000816	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_340	41,303,83,319	Berlin	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000829	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_341	470,267,541,283	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000842	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_341	36,305,86,319	London	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000855	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_342	472,266,538,283	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000868	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_342	35,305,92,318	New York	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000881	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_343	475,267,538,283	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000894	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_343	41,303,83,319	Beijing	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000907	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_344	472,267,538,285	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000920	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_344	41,304,83,321	Beijing	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000933	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_345	475,268,540,285	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000946	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_345	330,304,389,318	Baikonur	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000959	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_346	474,266,539,284	Caracas	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000972	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_346	38,304,89,321	Moscow	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.000985	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_346	329,303,387,316	Baikonur	gpe	urbanarea	city	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001032	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_328	293,92,480,268	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001045	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_330	302,90,475,262	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001058	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_332	276,88,481,262	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001071	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_336	260,89,478,266	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001084	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_338	277,82,477,263	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001097	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_340	274,88,479,261	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001110	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_343	267,91,483,268	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001123	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_345	278,79,483,266	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001136	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_328	327,266,400,285	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001149	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_329	326,265,401,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001162	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_330	237,264,326,285	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001175	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_331	209,11,589,335	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001188	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_331	236,265,327,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001201	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_332	237,267,327,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001214	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_333	200,10,589,333	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001227	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_333	325,266,399,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001240	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_334	239,266,327,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001253	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_335	161,9,588,335	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001266	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_335	130,267,308,285	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001279	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_335	133,286,290,302	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001292	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_334	137,285,147,297	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001305	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_336	237,265,324,286	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001318	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_336	133,284,149,300	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001331	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_337	200,4,589,334	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001344	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_337	236,266,326,286	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001357	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_337	131,284,149,300	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001370	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_338	326,266,398,283	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001383	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_339	197,4,589,334	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001396	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_339	238,265,328,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001409	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_339	349,284,442,298	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001422	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_340	235,266,325,285	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001435	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_340	349,287,444,300	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001448	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_341	207,12,586,330	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001461	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_341	238,265,326,285	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001474	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_341	348,282,444,299	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001487	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_342	85,144,272,334	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001500	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_342	238,263,327,286	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001513	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_342	349,286,442,299	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001526	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_343	239,265,326,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001539	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_343	348,285,443,303	Hugo Chavez	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001552	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_344	203,11,588,334	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001565	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_344	325,265,402,285	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001578	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_345	325,267,397,285	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001591	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_346	216,8,588,334	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001604	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_346	327,266,401,284	Nicolas Maduro	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001617	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_330	286,305,328,317	Trump	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001630	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_331	131,304,170,320	Putin	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001643	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_338	286,302,329,317	Trump	per	politician	headofgovernment	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001690	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_333	335,305,500,318	partner rebel group in Syria	org	militaryorganization	unspecified	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001703	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_334	332,305,500,320	partner rebel group in Syria	org	militaryorganization	unspecified	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001716	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_342	332,305,498,320	partner rebel group in Syria	org	militaryorganization	unspecified	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001729	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_343	332,303,499,321	partner rebel group in Syria	org	militaryorganization	unspecified	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001742	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_344	331,303,500,319	partner rebel group in Syria	org	militaryorganization	unspecified	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001776	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_330	64,5,335,333	Journalist	per	professionalposition	journalist	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001789	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_332	67,5,297,336	Journalist	per	professionalposition	journalist	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001802	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_336	35,6,275,334	Journalist	per	professionalposition	journalist	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001815	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_338	73,6,284,335	Journalist	per	professionalposition	journalist	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001828	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_340	3,6,263,331	Journalist	per	professionalposition	journalist	informative	EMPTY_NA
KC003A59I	EMKC003A59I.001841	KC003A59K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	KC003A59K_342	347,146,498,336	Journalist	per	professionalposition	journalist	informative	EMPTY_NA
