kb_id	mention_id	root_uid
NILE20709	EMKC003A59I.001097	KC003A59I
NILE20709	EMKC003A59I.001110	KC003A59I
NILE20709	EMKC003A59I.001123	KC003A59I
NILE20709	EMKC003A59I.001409	KC003A59I
NILE20709	EMKC003A59I.001435	KC003A59I
NILE20709	EMKC003A59I.001474	KC003A59I
NILE20709	EMKC003A59I.001513	KC003A59I
NILE20709	EMKC003A59I.001539	KC003A59I
NILE20712	EMKC003A59I.000220	KC003A59I
NILE20712	EMKC003A59I.000314	KC003A59I
NILE20712	EMKC003A59I.001776	KC003A59I
NILE20712	EMKC003A59I.001789	KC003A59I
NILE20712	EMKC003A59I.001802	KC003A59I
NILE20712	EMKC003A59I.001815	KC003A59I
NILE20712	EMKC003A59I.001828	KC003A59I
NILE20712	EMKC003A59I.001841	KC003A59I
NILE20712	EMKC003A59I.001854	KC003A59I
NILE20712	EMKC003A59I.001867	KC003A59I
NILE20722	EMKC003A59I.000764	KC003A59I
NILE20722	EMKC003A59I.000842	KC003A59I
NILE20723	EMKC003A59I.000504	KC003A59I
NILE20723	EMKC003A59I.000634	KC003A59I
NILE20723	EMKC003A59I.000790	KC003A59I
NILE20723	EMKC003A59I.000972	KC003A59I
NILE20717	EMKC003A59I.000084	KC003A59I
NILE20714	EMKC003A59I.001901	KC003A59I
NILE20714	EMKC003A59I.002018	KC003A59I
NILE20714	EMKC003A59I.002031	KC003A59I
NILE20724	EMKC003A59I.000868	KC003A59I
NILE20708	EMKC003A59I.000207	KC003A59I
NILE20708	EMKC003A59I.000301	KC003A59I
NILE20708	EMKC003A59I.001136	KC003A59I
NILE20708	EMKC003A59I.001149	KC003A59I
NILE20708	EMKC003A59I.001162	KC003A59I
NILE20708	EMKC003A59I.001175	KC003A59I
NILE20708	EMKC003A59I.001188	KC003A59I
NILE20708	EMKC003A59I.001201	KC003A59I
NILE20708	EMKC003A59I.001214	KC003A59I
NILE20708	EMKC003A59I.001227	KC003A59I
NILE20708	EMKC003A59I.001240	KC003A59I
NILE20708	EMKC003A59I.001253	KC003A59I
NILE20708	EMKC003A59I.001266	KC003A59I
NILE20708	EMKC003A59I.001279	KC003A59I
NILE20708	EMKC003A59I.001292	KC003A59I
NILE20708	EMKC003A59I.001305	KC003A59I
NILE20708	EMKC003A59I.001318	KC003A59I
NILE20708	EMKC003A59I.001331	KC003A59I
NILE20708	EMKC003A59I.001344	KC003A59I
NILE20708	EMKC003A59I.001357	KC003A59I
NILE20708	EMKC003A59I.001370	KC003A59I
NILE20708	EMKC003A59I.001383	KC003A59I
NILE20708	EMKC003A59I.001396	KC003A59I
NILE20708	EMKC003A59I.001422	KC003A59I
NILE20708	EMKC003A59I.001448	KC003A59I
NILE20708	EMKC003A59I.001461	KC003A59I
NILE20708	EMKC003A59I.001487	KC003A59I
NILE20708	EMKC003A59I.001500	KC003A59I
NILE20708	EMKC003A59I.001526	KC003A59I
NILE20708	EMKC003A59I.001552	KC003A59I
NILE20708	EMKC003A59I.001565	KC003A59I
NILE20708	EMKC003A59I.001578	KC003A59I
NILE20708	EMKC003A59I.001591	KC003A59I
NILE20708	EMKC003A59I.001604	KC003A59I
NILE20706	EMKC003A59I.001690	KC003A59I
NILE20706	EMKC003A59I.001703	KC003A59I
NILE20706	EMKC003A59I.001716	KC003A59I
NILE20706	EMKC003A59I.001729	KC003A59I
NILE20706	EMKC003A59I.001742	KC003A59I
NILE20711	EMKC003A59I.001630	KC003A59I
NILE20707	EMKC003A59I.000118	KC003A59I
NILE20710	EMKC003A59I.001617	KC003A59I
NILE20710	EMKC003A59I.001643	KC003A59I
NILE20705	EMKC003A59I.000058	KC003A59I
NILE20716	EMKC003A59I.001953	KC003A59I
NILE20716	EMKC003A59I.001966	KC003A59I
NILE20716	EMKC003A59I.001979	KC003A59I
NILE20716	EMKC003A59I.001992	KC003A59I
NILE20716	EMKC003A59I.002005	KC003A59I
NILE20851	EMKC003A6NA.001554	KC003A6NA
NILE20851	EMKC003A6NA.001781	KC003A6NA
NILE20852	EMKC003A6NA.000922	KC003A6NA
NILE20853	EMKC003A6NA.000058	KC003A6NA
NILE20853	EMKC003A6NA.000152	KC003A6NA
NILE20853	EMKC003A6NA.000212	KC003A6NA
NILE20868	EMKC003A6NA.001157	KC003A6NA
NILE20869	EMKC003A6NA.001875	KC003A6NA
NILE20854	EMKC003A6NA.000969	KC003A6NA
NILE20854	EMKC003A6NA.001063	KC003A6NA
NILE20855	EMKC003A6NA.002037	KC003A6NA
NILE20856	EMKC003A6NA.002050	KC003A6NA
NILE20857	EMKC003A6NA.002063	KC003A6NA
NILE20858	EMKC003A6NA.001734	KC003A6NA
NILE20858	EMKC003A6NA.001943	KC003A6NA
NILE20859	EMKC003A6NA.000828	KC003A6NA
NILE20859	EMKC003A6NA.001990	KC003A6NA
NILE20860	EMKC003A6NA.002003	KC003A6NA
NILE20859	EMKC003A6NA.002110	KC003A6NA
NILE20861	EMKC003A6NA.000246	KC003A6NA
NILE20862	EMKC003A6NA.000327	KC003A6NA
NILE20863	EMKC003A6NA.001217	KC003A6NA
NILE20864	EMKC003A6NA.001144	KC003A6NA
NILE20864	EMKC003A6NA.002097	KC003A6NA
NILE20864	EMKC003A6NA.002123	KC003A6NA
NILE20864	EMKC003A6NA.002136	KC003A6NA
NILE20864	EMKC003A6NA.002149	KC003A6NA
NILE20864	EMKC003A6NA.000593	KC003A6NA
NILE20865	EMKC003A6NA.001721	KC003A6NA
NILE20866	EMKC003A6NA.000024	KC003A6NA
NILE20867	EMKC003A6NA.000139	KC003A6NA
NILE20866	EMKC003A6NA.000199	KC003A6NA
NILE20875	EMKC003A6NA.000280	KC003A6NA
NILE20882	EMKC003A6NA.000361	KC003A6NA
NILE20883	EMKC003A6NA.000387	KC003A6NA
NILE20882	EMKC003A6NA.000421	KC003A6NA
NILE20883	EMKC003A6NA.000473	KC003A6NA
NILE20882	EMKC003A6NA.000507	KC003A6NA
NILE20886	EMKC003A6NA.000640	KC003A6NA
NILE20882	EMKC003A6NA.000721	KC003A6NA
NILE20883	EMKC003A6NA.000734	KC003A6NA
NILE20884	EMKC003A6NA.000815	KC003A6NA
NILE20885	EMKC003A6NA.000909	KC003A6NA
NILE20870	EMKC003A6NA.000956	KC003A6NA
NILE20870	EMKC003A6NA.001050	KC003A6NA
NILE20871	EMKC003A6NA.001191	KC003A6NA
NILE20872	EMKC003A6NA.001204	KC003A6NA
NILE20871	EMKC003A6NA.001251	KC003A6NA
NILE20873	EMKC003A6NA.001541	KC003A6NA
NILE20874	EMKC003A6NA.001768	KC003A6NA
NILE20875	EMKC003A6NA.002183	KC003A6NA
NILE20875	EMKC003A6NA.002196	KC003A6NA
NILE20866	EMKC003A6NA.002243	KC003A6NA
NILE20866	EMKC003A6NA.002256	KC003A6NA
NILE20866	EMKC003A6NA.002269	KC003A6NA
NILE20866	EMKC003A6NA.002282	KC003A6NA
NILE20876	EMKC003A6NA.002342	KC003A6NA
NILE20877	EMKC003A6NA.002355	KC003A6NA
NILE20878	EMKC003A6NA.002329	KC003A6NA
NILE20879	EMKC003A6NA.002389	KC003A6NA
NILE20880	EMKC003A6NA.002402	KC003A6NA
NILE20881	EMKC003A6NA.001379	KC003A6NA
NILE20830	EMKC003A6NA.001674	KC003A6NA
NILE20831	EMKC003A6NA.001439	KC003A6NA
NILE20832	EMKC003A6NA.001285	KC003A6NA
NILE20833	EMKC003A6NA.001593	KC003A6NA
NILE20834	EMKC003A6NA.001366	KC003A6NA
NILE20835	EMKC003A6NA.002470	KC003A6NA
NILE20836	EMKC003A6NA.002483	KC003A6NA
NILE20837	EMKC003A6NA.002543	KC003A6NA
NILE20838	EMKC003A6NA.002556	KC003A6NA
NILE20839	EMKC003A6NA.001332	KC003A6NA
NILE20840	EMKC003A6NA.001426	KC003A6NA
NILE20841	EMKC003A6NA.001640	KC003A6NA
NILE20842	EMKC003A6NA.001687	KC003A6NA
NILE20843	EMKC003A6NA.001841	KC003A6NA
NILE20844	EMKC003A6NA.002530	KC003A6NA
NILE20845	EMKC003A6NA.002603	KC003A6NA
NILE20846	EMKC003A6NA.000447	KC003A6NA
NILE20847	EMKC003A6NA.000374	KC003A6NA
NILE20848	EMKC003A6NA.000434	KC003A6NA
NILE20849	EMKC003A6NA.000460	KC003A6NA
NILE20850	EMKC003A6NA.001076	KC003A6NA
NILE21835	EMKC003A7RG.000220	KC003A7RG
NILE21836	EMKC003A7RG.000573	KC003A7RG
NILE21837	EMKC003A7RG.000314	KC003A7RG
NILE21838	EMKC003A7RG.000327	KC003A7RG
NILE21839	EMKC003A7RG.000361	KC003A7RG
NILE21840	EMKC003A7RG.000233	KC003A7RG
NILE21841	EMKC003A7RG.000374	KC003A7RG
NILE21842	EMKC003A7RG.000139	KC003A7RG
NILE21843	EMKC003A7RG.000186	KC003A7RG
NILE21844	EMKC003A7RG.000547	KC003A7RG
NILE21845	EMKC003A7RG.000267	KC003A7RG
NILV20705	VMKC003A59I.000037	KC003A59I
NILV20706	VMKC003A59I.000097	KC003A59I
NILV20707	VMKC003A59I.000165	KC003A59I
NILV20707	VMKC003A59I.000186	KC003A59I
NILV20707	VMKC003A59I.000259	KC003A59I
NILV20707	VMKC003A59I.000280	KC003A59I
NILV20870	VMKC003A6NA.000003	KC003A6NA
NILV20870	VMKC003A6NA.000037	KC003A6NA
NILV20871	VMKC003A6NA.000097	KC003A6NA
NILV20872	VMKC003A6NA.000118	KC003A6NA
NILV20870	VMKC003A6NA.000165	KC003A6NA
NILV20873	VMKC003A6NA.000225	KC003A6NA
NILV20874	VMKC003A6NA.000259	KC003A6NA
NILV20873	VMKC003A6NA.000306	KC003A6NA
NILV20875	VMKC003A6NA.000340	KC003A6NA
NILV20876	VMKC003A6NA.000400	KC003A6NA
NILV20877	VMKC003A6NA.000486	KC003A6NA
NILV20878	VMKC003A6NA.000619	KC003A6NA
NILV20878	VMKC003A6NA.000666	KC003A6NA
NILV20879	VMKC003A6NA.000700	KC003A6NA
NILV20879	VMKC003A6NA.000747	KC003A6NA
NILV20880	VMKC003A6NA.000794	KC003A6NA
NILV20880	VMKC003A6NA.000841	KC003A6NA
NILV20881	VMKC003A6NA.000888	KC003A6NA
NILV20882	VMKC003A6NA.000935	KC003A6NA
NILV20882	VMKC003A6NA.000982	KC003A6NA
NILV20882	VMKC003A6NA.001029	KC003A6NA
NILV20883	VMKC003A6NA.001089	KC003A6NA
NILV20884	VMKC003A6NA.001123	KC003A6NA
NILV20885	VMKC003A6NA.001170	KC003A6NA
NILV20885	VMKC003A6NA.001230	KC003A6NA
NILV20886	VMKC003A6NA.001264	KC003A6NA
NILV20886	VMKC003A6NA.001520	KC003A6NA
NILV20888	VMKC003A6NA.001700	KC003A6NA
NILV20886	VMKC003A6NA.001747	KC003A6NA
NILV21835	VMKC003A7RG.000045	KC003A7RG
NILV21835	VMKC003A7RG.000079	KC003A7RG
NILV21835	VMKC003A7RG.000165	KC003A7RG
NILV21836	VMKC003A7RG.000246	KC003A7RG
NILR20870	RMKC003A6NA.000572	KC003A6NA
NILR20871	RMKC003A6NA.001345	KC003A6NA
NILR20872	RMKC003A6NA.001298	KC003A6NA
NILR20873	RMKC003A6NA.001392	KC003A6NA
NILR20874	RMKC003A6NA.001606	KC003A6NA
NILR20875	RMKC003A6NA.001653	KC003A6NA
NILR20876	RMKC003A6NA.001807	KC003A6NA
NILR20877	RMKC003A6NA.002496	KC003A6NA
NILR20878	RMKC003A6NA.002569	KC003A6NA
NILR21835	RMKC003A7RG.000199	KC003A7RG
NILR21836	RMKC003A7RG.000293	KC003A7RG
NILR21837	RMKC003A7RG.000340	KC003A7RG
NILE21720	EMKC003A7C4.000058	KC003A7C4
NILE21721	EMKC003A7C4.000071	KC003A7C4
NILE21740	EMKC003A7C4.000105	KC003A7C4
NILE21737	EMKC003A7C4.000118	KC003A7C4
NILE21740	EMKC003A7C4.000152	KC003A7C4
NILE21732	EMKC003A7C4.000165	KC003A7C4
NILE21746	EMKC003A7C4.000199	KC003A7C4
NILE21740	EMKC003A7C4.000254	KC003A7C4
NILE21717	EMKC003A7C4.000288	KC003A7C4
NILE21732	EMKC003A7C4.000343	KC003A7C4
NILE21744	EMKC003A7C4.000356	KC003A7C4
NILE21730	EMKC003A7C4.000390	KC003A7C4
NILE21719	EMKC003A7C4.000403	KC003A7C4
NILE21730	EMKC003A7C4.000437	KC003A7C4
NILE21731	EMKC003A7C4.000450	KC003A7C4
NILE21730	EMKC003A7C4.000484	KC003A7C4
NILE21705	EMKC003A7C4.000497	KC003A7C4
NILE21720	EMKC003A7C4.000531	KC003A7C4
NILE21718	EMKC003A7C4.000544	KC003A7C4
NILE21728	EMKC003A7C4.000578	KC003A7C4
NILE21743	EMKC003A7C4.000612	KC003A7C4
NILE21746	EMKC003A7C4.000625	KC003A7C4
NILE21752	EMKC003A7C4.000727	KC003A7C4
NILE21728	EMKC003A7C4.000740	KC003A7C4
NILE21752	EMKC003A7C4.000795	KC003A7C4
NILE21733	EMKC003A7C4.000829	KC003A7C4
NILE21717	EMKC003A7C4.000889	KC003A7C4
NILE21723	EMKC003A7C4.000983	KC003A7C4
NILE21756	EMKC003A7C4.001017	KC003A7C4
NILE21717	EMKC003A7C4.001111	KC003A7C4
NILE21710	EMKC003A7C4.001158	KC003A7C4
NILE21717	EMKC003A7C4.001192	KC003A7C4
NILE21710	EMKC003A7C4.001273	KC003A7C4
NILE21734	EMKC003A7C4.001307	KC003A7C4
NILE21747	EMKC003A7C4.001341	KC003A7C4
NILE21705	EMKC003A7C4.001354	KC003A7C4
NILE21750	EMKC003A7C4.001422	KC003A7C4
NILE21718	EMKC003A7C4.001435	KC003A7C4
NILE21730	EMKC003A7C4.001469	KC003A7C4
NILE21706	EMKC003A7C4.001482	KC003A7C4
NILE21740	EMKC003A7C4.001516	KC003A7C4
NILE21738	EMKC003A7C4.001529	KC003A7C4
NILE21740	EMKC003A7C4.001563	KC003A7C4
NILE21735	EMKC003A7C4.001576	KC003A7C4
NILE21749	EMKC003A7C4.001623	KC003A7C4
NILE21746	EMKC003A7C4.001657	KC003A7C4
NILE21755	EMKC003A7C4.001691	KC003A7C4
NILE21715	EMKC003A7C4.001730	KC003A7C4
NILE21728	EMKC003A7C4.001764	KC003A7C4
NILE21716	EMKC003A7C4.001819	KC003A7C4
NILE21713	EMKC003A7C4.001866	KC003A7C4
NILE21725	EMKC003A7C4.001900	KC003A7C4
NILE21724	EMKC003A7C4.001994	KC003A7C4
NILE21739	EMKC003A7C4.002028	KC003A7C4
NILE21740	EMKC003A7C4.002083	KC003A7C4
NILE21740	EMKC003A7C4.002096	KC003A7C4
NILE21732	EMKC003A7C4.002130	KC003A7C4
NILE21726	EMKC003A7C4.002164	KC003A7C4
NILE21726	EMKC003A7C4.002177	KC003A7C4
NILE21726	EMKC003A7C4.002190	KC003A7C4
NILE21726	EMKC003A7C4.002203	KC003A7C4
NILE21726	EMKC003A7C4.002216	KC003A7C4
NILE21726	EMKC003A7C4.002229	KC003A7C4
NILE21726	EMKC003A7C4.002242	KC003A7C4
NILE21742	EMKC003A7C4.002255	KC003A7C4
NILE21726	EMKC003A7C4.002268	KC003A7C4
NILE21726	EMKC003A7C4.002281	KC003A7C4
NILE21726	EMKC003A7C4.002294	KC003A7C4
NILE21745	EMKC003A7C4.002307	KC003A7C4
NILE21737	EMKC003A7C4.002320	KC003A7C4
NILE21743	EMKC003A7C4.002354	KC003A7C4
NILE21734	EMKC003A7C4.002367	KC003A7C4
NILE21739	EMKC003A7C4.002401	KC003A7C4
NILE21739	EMKC003A7C4.002414	KC003A7C4
NILE21739	EMKC003A7C4.002427	KC003A7C4
NILE21739	EMKC003A7C4.002440	KC003A7C4
NILE21739	EMKC003A7C4.002453	KC003A7C4
NILE21739	EMKC003A7C4.002466	KC003A7C4
NILE21751	EMKC003A7C4.002513	KC003A7C4
NILE21739	EMKC003A7C4.002526	KC003A7C4
NILE21739	EMKC003A7C4.002539	KC003A7C4
NILE21739	EMKC003A7C4.002573	KC003A7C4
NILE21739	EMKC003A7C4.002586	KC003A7C4
NILE21739	EMKC003A7C4.002599	KC003A7C4
NILE21739	EMKC003A7C4.002633	KC003A7C4
NILE21739	EMKC003A7C4.002646	KC003A7C4
NILE21726	EMKC003A7C4.002659	KC003A7C4
NILE21726	EMKC003A7C4.002672	KC003A7C4
NILE21726	EMKC003A7C4.002685	KC003A7C4
NILE21727	EMKC003A7C4.002698	KC003A7C4
NILE21727	EMKC003A7C4.002711	KC003A7C4
NILE21729	EMKC003A7C4.002724	KC003A7C4
NILE21722	EMKC003A7C4.002758	KC003A7C4
NILE21722	EMKC003A7C4.002771	KC003A7C4
NILE21722	EMKC003A7C4.002784	KC003A7C4
NILE21744	EMKC003A7C4.002797	KC003A7C4
NILE21744	EMKC003A7C4.002810	KC003A7C4
NILE21757	EMKC003A7C4.002823	KC003A7C4
NILE21720	EMKC003A7C4.002857	KC003A7C4
NILE21720	EMKC003A7C4.002870	KC003A7C4
NILE21720	EMKC003A7C4.002883	KC003A7C4
NILE21747	EMKC003A7C4.002896	KC003A7C4
NILE21717	EMKC003A7C4.002909	KC003A7C4
NILE21736	EMKC003A7C4.002922	KC003A7C4
NILE21727	EMKC003A7C4.002935	KC003A7C4
NILE21741	EMKC003A7C4.002948	KC003A7C4
NILE21741	EMKC003A7C4.002961	KC003A7C4
NILE21741	EMKC003A7C4.002974	KC003A7C4
NILE21741	EMKC003A7C4.002987	KC003A7C4
NILE21748	EMKC003A7C4.003026	KC003A7C4
NILE21754	EMKC003A7C4.003039	KC003A7C4
NILE21747	EMKC003A7C4.003052	KC003A7C4
NILE21753	EMKC003A7C4.003065	KC003A7C4
NILE21743	EMKC003A7C4.003112	KC003A7C4
NILE21743	EMKC003A7C4.003125	KC003A7C4
NILE21743	EMKC003A7C4.003138	KC003A7C4
NILE21743	EMKC003A7C4.003151	KC003A7C4
NILE21743	EMKC003A7C4.003164	KC003A7C4
NILE21707	EMKC003A7C4.003198	KC003A7C4
NILE21711	EMKC003A7C4.003211	KC003A7C4
NILE21709	EMKC003A7C4.003250	KC003A7C4
NILE21712	EMKC003A7C4.003263	KC003A7C4
NILE21709	EMKC003A7C4.003276	KC003A7C4
NILE21720	EMKC003A7C4.003289	KC003A7C4
NILE21714	EMKC003A7C4.003302	KC003A7C4
NILE21708	EMKC003A7C4.003341	KC003A7C4
NILR21713	RMKC003A7C4.000037	KC003A7C4
NILR21723	RMKC003A7C4.000084	KC003A7C4
NILR21715	RMKC003A7C4.000131	KC003A7C4
NILR21720	RMKC003A7C4.000322	KC003A7C4
NILR21712	RMKC003A7C4.000369	KC003A7C4
NILR21710	RMKC003A7C4.000416	KC003A7C4
NILR21709	RMKC003A7C4.000463	KC003A7C4
NILR21711	RMKC003A7C4.000510	KC003A7C4
NILR21718	RMKC003A7C4.000949	KC003A7C4
NILR21717	RMKC003A7C4.001124	KC003A7C4
NILR21707	RMKC003A7C4.001239	KC003A7C4
NILR21705	RMKC003A7C4.001320	KC003A7C4
NILR21714	RMKC003A7C4.001401	KC003A7C4
NILR21706	RMKC003A7C4.001448	KC003A7C4
NILR21724	RMKC003A7C4.001495	KC003A7C4
NILR21725	RMKC003A7C4.001542	KC003A7C4
NILR21708	RMKC003A7C4.001670	KC003A7C4
NILR21721	RMKC003A7C4.001832	KC003A7C4
NILR21722	RMKC003A7C4.001960	KC003A7C4
NILR21719	RMKC003A7C4.002333	KC003A7C4
NILR21716	RMKC003A7C4.002479	KC003A7C4
NILV21709	VMKC003A7C4.000178	KC003A7C4
NILV21714	VMKC003A7C4.000212	KC003A7C4
NILV21708	VMKC003A7C4.000233	KC003A7C4
NILV21705	VMKC003A7C4.000267	KC003A7C4
NILV21708	VMKC003A7C4.000301	KC003A7C4
NILV21711	VMKC003A7C4.000557	KC003A7C4
NILV21709	VMKC003A7C4.000591	KC003A7C4
NILV21708	VMKC003A7C4.000638	KC003A7C4
NILV21714	VMKC003A7C4.000706	KC003A7C4
NILV21708	VMKC003A7C4.000753	KC003A7C4
NILV21708	VMKC003A7C4.000774	KC003A7C4
NILV21708	VMKC003A7C4.000808	KC003A7C4
NILV21705	VMKC003A7C4.000868	KC003A7C4
NILV21710	VMKC003A7C4.000996	KC003A7C4
NILV21705	VMKC003A7C4.001090	KC003A7C4
NILV21705	VMKC003A7C4.001171	KC003A7C4
NILV21705	VMKC003A7C4.001205	KC003A7C4
NILV21716	VMKC003A7C4.001286	KC003A7C4
NILV21714	VMKC003A7C4.001367	KC003A7C4
NILV21707	VMKC003A7C4.001589	KC003A7C4
NILV21709	VMKC003A7C4.001636	KC003A7C4
NILV21711	VMKC003A7C4.001743	KC003A7C4
NILV21715	VMKC003A7C4.001777	KC003A7C4
NILV21712	VMKC003A7C4.001798	KC003A7C4
NILV21706	VMKC003A7C4.001879	KC003A7C4
NILV21706	VMKC003A7C4.001926	KC003A7C4
NILV21713	VMKC003A7C4.002007	KC003A7C4
NILE20949	EMKC003A9VN.000024	KC003A9VN
NILE20956	EMKC003A9VN.000092	KC003A9VN
NILE20928	EMKC003A9VN.000126	KC003A9VN
NILE20978	EMKC003A9VN.000139	KC003A9VN
NILE20927	EMKC003A9VN.000173	KC003A9VN
NILE20928	EMKC003A9VN.000186	KC003A9VN
NILE20978	EMKC003A9VN.000382	KC003A9VN
NILE20943	EMKC003A9VN.000416	KC003A9VN
NILE20972	EMKC003A9VN.000463	KC003A9VN
NILE20937	EMKC003A9VN.000539	KC003A9VN
NILE20990	EMKC003A9VN.000573	KC003A9VN
NILE20989	EMKC003A9VN.000620	KC003A9VN
NILE20928	EMKC003A9VN.000688	KC003A9VN
NILE20949	EMKC003A9VN.000722	KC003A9VN
NILE20946	EMKC003A9VN.000735	KC003A9VN
NILE20928	EMKC003A9VN.000769	KC003A9VN
NILE20971	EMKC003A9VN.000782	KC003A9VN
NILE20980	EMKC003A9VN.000850	KC003A9VN
NILE20946	EMKC003A9VN.000884	KC003A9VN
NILE20979	EMKC003A9VN.000897	KC003A9VN
NILE20952	EMKC003A9VN.000931	KC003A9VN
NILE20973	EMKC003A9VN.000944	KC003A9VN
NILE20963	EMKC003A9VN.000978	KC003A9VN
NILE20962	EMKC003A9VN.000991	KC003A9VN
NILE20952	EMKC003A9VN.001025	KC003A9VN
NILE20968	EMKC003A9VN.001038	KC003A9VN
NILE20961	EMKC003A9VN.001085	KC003A9VN
NILE20960	EMKC003A9VN.001098	KC003A9VN
NILE20975	EMKC003A9VN.001179	KC003A9VN
NILE20946	EMKC003A9VN.001286	KC003A9VN
NILE20959	EMKC003A9VN.001299	KC003A9VN
NILE20949	EMKC003A9VN.001333	KC003A9VN
NILE20955	EMKC003A9VN.001380	KC003A9VN
NILE20930	EMKC003A9VN.001393	KC003A9VN
NILE20994	EMKC003A9VN.001427	KC003A9VN
NILE20928	EMKC003A9VN.001461	KC003A9VN
NILE20947	EMKC003A9VN.001474	KC003A9VN
NILE20937	EMKC003A9VN.001529	KC003A9VN
NILE20992	EMKC003A9VN.001589	KC003A9VN
NILE20926	EMKC003A9VN.001602	KC003A9VN
NILE20991	EMKC003A9VN.001615	KC003A9VN
NILE20977	EMKC003A9VN.001696	KC003A9VN
NILE20965	EMKC003A9VN.001730	KC003A9VN
NILE20964	EMKC003A9VN.001777	KC003A9VN
NILE20995	EMKC003A9VN.001811	KC003A9VN
NILE20923	EMKC003A9VN.001824	KC003A9VN
NILE20978	EMKC003A9VN.001858	KC003A9VN
NILE20940	EMKC003A9VN.001871	KC003A9VN
NILE20988	EMKC003A9VN.001905	KC003A9VN
NILE20950	EMKC003A9VN.001952	KC003A9VN
NILE20970	EMKC003A9VN.001986	KC003A9VN
NILE20917	EMKC003A9VN.002020	KC003A9VN
NILE20937	EMKC003A9VN.002164	KC003A9VN
NILE20984	EMKC003A9VN.002198	KC003A9VN
NILE20941	EMKC003A9VN.002211	KC003A9VN
NILE20935	EMKC003A9VN.002245	KC003A9VN
NILE20976	EMKC003A9VN.002279	KC003A9VN
NILE20915	EMKC003A9VN.002292	KC003A9VN
NILE20928	EMKC003A9VN.002339	KC003A9VN
NILE20919	EMKC003A9VN.002352	KC003A9VN
NILE20933	EMKC003A9VN.002399	KC003A9VN
NILE20987	EMKC003A9VN.002480	KC003A9VN
NILE20929	EMKC003A9VN.002493	KC003A9VN
NILE20981	EMKC003A9VN.002506	KC003A9VN
NILE20982	EMKC003A9VN.002519	KC003A9VN
NILE20934	EMKC003A9VN.002532	KC003A9VN
NILE20967	EMKC003A9VN.002621	KC003A9VN
NILE20940	EMKC003A9VN.002634	KC003A9VN
NILE20949	EMKC003A9VN.002668	KC003A9VN
NILE20949	EMKC003A9VN.002681	KC003A9VN
NILE20939	EMKC003A9VN.002694	KC003A9VN
NILE20918	EMKC003A9VN.002707	KC003A9VN
NILE20920	EMKC003A9VN.002720	KC003A9VN
NILE20945	EMKC003A9VN.002733	KC003A9VN
NILE20949	EMKC003A9VN.002746	KC003A9VN
NILE20985	EMKC003A9VN.002793	KC003A9VN
NILE20942	EMKC003A9VN.002806	KC003A9VN
NILE20942	EMKC003A9VN.002819	KC003A9VN
NILE20917	EMKC003A9VN.002832	KC003A9VN
NILE20917	EMKC003A9VN.002845	KC003A9VN
NILE20915	EMKC003A9VN.002879	KC003A9VN
NILE20915	EMKC003A9VN.002892	KC003A9VN
NILE20916	EMKC003A9VN.002905	KC003A9VN
NILE20916	EMKC003A9VN.002918	KC003A9VN
NILE20966	EMKC003A9VN.002986	KC003A9VN
NILE20965	EMKC003A9VN.003020	KC003A9VN
NILE20928	EMKC003A9VN.003054	KC003A9VN
