kb_id	mention_id	root_uid
NILR22389	RMJC002YC48.000332	JC002YC48
NILR22390	RMJC002YC48.000379	JC002YC48
NILR22391	RMJC002YC48.000426	JC002YC48
NILR22455	RMJC002YF02.000340	JC002YF02
NILR22456	RMJC002YF02.000152	JC002YF02
NILR22457	RMJC002YF02.000037	JC002YF02
NILR22458	RMJC002YF02.000199	JC002YF02
NILR22459	RMJC002YF02.000246	JC002YF02
NILR21445	RMJC002YD6G.000348	JC002YD6G
NILE22342	EMJC002YC3Z.000024	JC002YC3Z
NILE22346	EMJC002YC3Z.000037	JC002YC3Z
NILE22355	EMJC002YC3Z.000071	JC002YC3Z
NILE22342	EMJC002YC3Z.000084	JC002YC3Z
NILE22354	EMJC002YC3Z.000118	JC002YC3Z
NILE22360	EMJC002YC3Z.000131	JC002YC3Z
NILE22342	EMJC002YC3Z.000144	JC002YC3Z
NILE22352	EMJC002YC3Z.000178	JC002YC3Z
NILE22340	EMJC002YC3Z.000191	JC002YC3Z
NILE22347	EMJC002YC3Z.000230	JC002YC3Z
NILE22341	EMJC002YC3Z.000264	JC002YC3Z
NILE22358	EMJC002YC3Z.000358	JC002YC3Z
NILE22356	EMJC002YC3Z.000371	JC002YC3Z
NILE22347	EMJC002YC3Z.000384	JC002YC3Z
NILE22340	EMJC002YC3Z.000486	JC002YC3Z
NILE22344	EMJC002YC3Z.000499	JC002YC3Z
NILE22348	EMJC002YC3Z.000533	JC002YC3Z
NILE22344	EMJC002YC3Z.000559	JC002YC3Z
NILE22348	EMJC002YC3Z.000640	JC002YC3Z
NILE22340	EMJC002YC3Z.000653	JC002YC3Z
NILE22361	EMJC002YC3Z.000700	JC002YC3Z
NILE22348	EMJC002YC3Z.000734	JC002YC3Z
NILE22349	EMJC002YC3Z.000747	JC002YC3Z
NILE22350	EMJC002YC3Z.000760	JC002YC3Z
NILE22351	EMJC002YC3Z.000773	JC002YC3Z
NILE22343	EMJC002YC3Z.000807	JC002YC3Z
NILE22345	EMJC002YC3Z.000820	JC002YC3Z
NILE22346	EMJC002YC3Z.000854	JC002YC3Z
NILE22342	EMJC002YC3Z.000888	JC002YC3Z
NILE22346	EMJC002YC3Z.000901	JC002YC3Z
NILE22346	EMJC002YC3Z.000914	JC002YC3Z
NILE22343	EMJC002YC3Z.000948	JC002YC3Z
NILE22352	EMJC002YC3Z.000982	JC002YC3Z
NILE22346	EMJC002YC3Z.000995	JC002YC3Z
NILE22346	EMJC002YC3Z.001008	JC002YC3Z
NILE22341	EMJC002YC3Z.001042	JC002YC3Z
NILE22345	EMJC002YC3Z.001076	JC002YC3Z
NILE22359	EMJC002YC3Z.001110	JC002YC3Z
NILR22341	RMJC002YC3Z.000003	JC002YC3Z
NILR22343	RMJC002YC3Z.000243	JC002YC3Z
NILR22344	RMJC002YC3Z.000290	JC002YC3Z
NILR22345	RMJC002YC3Z.000397	JC002YC3Z
NILR22340	RMJC002YC3Z.000666	JC002YC3Z
NILR22342	RMJC002YC3Z.000786	JC002YC3Z
NILV22340	VMJC002YC3Z.000050	JC002YC3Z
NILV22340	VMJC002YC3Z.000097	JC002YC3Z
NILV22341	VMJC002YC3Z.000157	JC002YC3Z
NILV22341	VMJC002YC3Z.000337	JC002YC3Z
NILV22342	VMJC002YC3Z.000444	JC002YC3Z
NILV22342	VMJC002YC3Z.000465	JC002YC3Z
NILV22343	VMJC002YC3Z.000512	JC002YC3Z
NILV22346	VMJC002YC3Z.000572	JC002YC3Z
NILV22343	VMJC002YC3Z.000619	JC002YC3Z
NILV22345	VMJC002YC3Z.000713	JC002YC3Z
NILE22418	EMJC002YC4N.000024	JC002YC4N
NILE22416	EMJC002YC4N.000037	JC002YC4N
NILE22415	EMJC002YC4N.000050	JC002YC4N
NILE22418	EMJC002YC4N.000084	JC002YC4N
NILE22417	EMJC002YC4N.000097	JC002YC4N
NILE22419	EMJC002YC4N.000131	JC002YC4N
NILE22427	EMJC002YC4N.000238	JC002YC4N
NILE22419	EMJC002YC4N.000251	JC002YC4N
NILE22430	EMJC002YC4N.000400	JC002YC4N
NILE22426	EMJC002YC4N.000486	JC002YC4N
NILE22431	EMJC002YC4N.000533	JC002YC4N
NILE22424	EMJC002YC4N.000546	JC002YC4N
NILE22421	EMJC002YC4N.000580	JC002YC4N
NILE22422	EMJC002YC4N.000593	JC002YC4N
NILE22416	EMJC002YC4N.000606	JC002YC4N
NILE22420	EMJC002YC4N.000700	JC002YC4N
NILE22418	EMJC002YC4N.000781	JC002YC4N
NILE22415	EMJC002YC4N.000794	JC002YC4N
NILE22416	EMJC002YC4N.000854	JC002YC4N
NILE22423	EMJC002YC4N.000888	JC002YC4N
NILE22423	EMJC002YC4N.001145	JC002YC4N
NILE22420	EMJC002YC4N.001158	JC002YC4N
NILE22415	EMJC002YC4N.001171	JC002YC4N
NILE22424	EMJC002YC4N.001184	JC002YC4N
NILE22430	EMJC002YC4N.001197	JC002YC4N
NILE22421	EMJC002YC4N.001210	JC002YC4N
NILE22427	EMJC002YC4N.001236	JC002YC4N
NILE22429	EMJC002YC4N.001262	JC002YC4N
NILE22418	EMJC002YC4N.001296	JC002YC4N
NILE22417	EMJC002YC4N.001309	JC002YC4N
NILE22416	EMJC002YC4N.001364	JC002YC4N
NILE22424	EMJC002YC4N.001377	JC002YC4N
NILE22419	EMJC002YC4N.001411	JC002YC4N
NILE22419	EMJC002YC4N.001445	JC002YC4N
NILE22419	EMJC002YC4N.001479	JC002YC4N
NILE22419	EMJC002YC4N.001534	JC002YC4N
NILE22419	EMJC002YC4N.001547	JC002YC4N
NILR22415	RMJC002YC4N.000063	JC002YC4N
NILR22416	RMJC002YC4N.000217	JC002YC4N
NILR22417	RMJC002YC4N.000512	JC002YC4N
NILR22419	RMJC002YC4N.000619	JC002YC4N
NILR22418	RMJC002YC4N.000867	JC002YC4N
NILR22415	RMJC002YC4N.001275	JC002YC4N
NILV22418	VMJC002YC4N.000003	JC002YC4N
NILV22417	VMJC002YC4N.000110	JC002YC4N
NILV22421	VMJC002YC4N.000264	JC002YC4N
NILV22416	VMJC002YC4N.000319	JC002YC4N
NILV22422	VMJC002YC4N.000379	JC002YC4N
NILV22415	VMJC002YC4N.000465	JC002YC4N
NILV22420	VMJC002YC4N.000559	JC002YC4N
NILV22418	VMJC002YC4N.000666	JC002YC4N
NILV22418	VMJC002YC4N.000760	JC002YC4N
NILV22419	VMJC002YC4N.000820	JC002YC4N
NILE21466	EMJC002YDCM.000139	JC002YDCM
NILE21465	EMJC002YDCM.000152	JC002YDCM
NILE21467	EMJC002YDCM.000199	JC002YDCM
NILE21465	EMJC002YDCM.000212	JC002YDCM
NILE21468	EMJC002YDCM.000225	JC002YDCM
NILE21469	EMJC002YDCM.000259	JC002YDCM
NILE21465	EMJC002YDCM.000272	JC002YDCM
NILE21470	EMJC002YDCM.000306	JC002YDCM
NILE21465	EMJC002YDCM.000332	JC002YDCM
NILE21471	EMJC002YDCM.000366	JC002YDCM
NILE21465	EMJC002YDCM.000379	JC002YDCM
NILE21472	EMJC002YDCM.000413	JC002YDCM
NILE21465	EMJC002YDCM.000426	JC002YDCM
NILE21473	EMJC002YDCM.000622	JC002YDCM
NILE21474	EMJC002YDCM.000635	JC002YDCM
NILE21469	EMJC002YDCM.000695	JC002YDCM
NILE21465	EMJC002YDCM.000781	JC002YDCM
NILE21495	EMJC002YDCM.000888	JC002YDCM
NILE21495	EMJC002YDCM.000914	JC002YDCM
NILE21495	EMJC002YDCM.000927	JC002YDCM
NILE21495	EMJC002YDCM.000940	JC002YDCM
NILE21495	EMJC002YDCM.000953	JC002YDCM
NILE21495	EMJC002YDCM.000987	JC002YDCM
NILE21497	EMJC002YDCM.001000	JC002YDCM
NILE21475	EMJC002YDCM.001034	JC002YDCM
NILE21476	EMJC002YDCM.001047	JC002YDCM
NILE21477	EMJC002YDCM.001060	JC002YDCM
NILE21478	EMJC002YDCM.001073	JC002YDCM
NILE21479	EMJC002YDCM.001086	JC002YDCM
NILE21480	EMJC002YDCM.001099	JC002YDCM
NILE21481	EMJC002YDCM.001112	JC002YDCM
NILE21482	EMJC002YDCM.001125	JC002YDCM
NILE21469	EMJC002YDCM.001138	JC002YDCM
NILE21483	EMJC002YDCM.001151	JC002YDCM
NILE21484	EMJC002YDCM.001164	JC002YDCM
NILE21485	EMJC002YDCM.001177	JC002YDCM
NILE21486	EMJC002YDCM.001216	JC002YDCM
NILE21487	EMJC002YDCM.001229	JC002YDCM
NILE21488	EMJC002YDCM.001242	JC002YDCM
NILE21489	EMJC002YDCM.001255	JC002YDCM
NILE21490	EMJC002YDCM.001268	JC002YDCM
NILE21491	EMJC002YDCM.001281	JC002YDCM
NILE21492	EMJC002YDCM.001294	JC002YDCM
NILE21493	EMJC002YDCM.001307	JC002YDCM
NILE21494	EMJC002YDCM.001320	JC002YDCM
NILE21494	EMJC002YDCM.001333	JC002YDCM
NILE21492	EMJC002YDCM.001346	JC002YDCM
NILE21493	EMJC002YDCM.001359	JC002YDCM
NILE21491	EMJC002YDCM.001372	JC002YDCM
NILE21482	EMJC002YDCM.001385	JC002YDCM
NILE21483	EMJC002YDCM.001398	JC002YDCM
NILE21483	EMJC002YDCM.001411	JC002YDCM
NILE21482	EMJC002YDCM.001424	JC002YDCM
NILE21469	EMJC002YDCM.001437	JC002YDCM
NILE21483	EMJC002YDCM.001450	JC002YDCM
NILE21482	EMJC002YDCM.001463	JC002YDCM
NILE21494	EMJC002YDCM.001476	JC002YDCM
NILE21492	EMJC002YDCM.001489	JC002YDCM
NILE21491	EMJC002YDCM.001502	JC002YDCM
NILE21493	EMJC002YDCM.001515	JC002YDCM
NILE21465	EMJC002YDCM.001549	JC002YDCM
NILE21495	EMJC002YDCM.001562	JC002YDCM
NILE21495	EMJC002YDCM.001575	JC002YDCM
NILE21495	EMJC002YDCM.001588	JC002YDCM
NILE21495	EMJC002YDCM.001601	JC002YDCM
NILE21495	EMJC002YDCM.001614	JC002YDCM
NILE21495	EMJC002YDCM.001627	JC002YDCM
NILE21495	EMJC002YDCM.001640	JC002YDCM
NILE21495	EMJC002YDCM.001653	JC002YDCM
NILE21496	EMJC002YDCM.001666	JC002YDCM
NILE21496	EMJC002YDCM.001679	JC002YDCM
NILE21495	EMJC002YDCM.001692	JC002YDCM
NILE21496	EMJC002YDCM.001705	JC002YDCM
NILE21495	EMJC002YDCM.001718	JC002YDCM
NILE21495	EMJC002YDCM.001731	JC002YDCM
NILE21496	EMJC002YDCM.001744	JC002YDCM
NILE21495	EMJC002YDCM.001757	JC002YDCM
NILE21495	EMJC002YDCM.001770	JC002YDCM
NILE21495	EMJC002YDCM.001783	JC002YDCM
NILE21495	EMJC002YDCM.001796	JC002YDCM
NILE21495	EMJC002YDCM.001809	JC002YDCM
NILE21495	EMJC002YDCM.001822	JC002YDCM
NILE21495	EMJC002YDCM.001835	JC002YDCM
NILE21495	EMJC002YDCM.001848	JC002YDCM
NILE21495	EMJC002YDCM.001861	JC002YDCM
NILE21495	EMJC002YDCM.001874	JC002YDCM
NILE21495	EMJC002YDCM.001887	JC002YDCM
NILE21495	EMJC002YDCM.001900	JC002YDCM
NILE21495	EMJC002YDCM.001913	JC002YDCM
NILE21495	EMJC002YDCM.001926	JC002YDCM
NILE21495	EMJC002YDCM.001939	JC002YDCM
NILE21495	EMJC002YDCM.001952	JC002YDCM
NILE21498	EMJC002YDCM.001965	JC002YDCM
NILE21498	EMJC002YDCM.001978	JC002YDCM
NILE21498	EMJC002YDCM.001991	JC002YDCM
NILE21498	EMJC002YDCM.002004	JC002YDCM
NILE21498	EMJC002YDCM.002017	JC002YDCM
NILE21498	EMJC002YDCM.002030	JC002YDCM
NILE21498	EMJC002YDCM.002043	JC002YDCM
NILE21498	EMJC002YDCM.002056	JC002YDCM
NILE21498	EMJC002YDCM.002069	JC002YDCM
NILE21498	EMJC002YDCM.002082	JC002YDCM
NILE21498	EMJC002YDCM.002095	JC002YDCM
NILE21498	EMJC002YDCM.002108	JC002YDCM
NILE21498	EMJC002YDCM.002121	JC002YDCM
NILE21498	EMJC002YDCM.002134	JC002YDCM
NILE21498	EMJC002YDCM.002147	JC002YDCM
NILE21498	EMJC002YDCM.002160	JC002YDCM
NILE21498	EMJC002YDCM.002173	JC002YDCM
NILE21498	EMJC002YDCM.002186	JC002YDCM
NILE21497	EMJC002YDCM.002220	JC002YDCM
NILE21497	EMJC002YDCM.002233	JC002YDCM
NILE21497	EMJC002YDCM.002246	JC002YDCM
NILE21497	EMJC002YDCM.002259	JC002YDCM
NILE21497	EMJC002YDCM.002272	JC002YDCM
NILE21497	EMJC002YDCM.002285	JC002YDCM
NILE21497	EMJC002YDCM.002298	JC002YDCM
NILE21497	EMJC002YDCM.002311	JC002YDCM
NILE21497	EMJC002YDCM.002324	JC002YDCM
NILE21497	EMJC002YDCM.002337	JC002YDCM
NILE21497	EMJC002YDCM.002350	JC002YDCM
NILE21497	EMJC002YDCM.002363	JC002YDCM
NILE21497	EMJC002YDCM.002376	JC002YDCM
NILE21497	EMJC002YDCM.002389	JC002YDCM
NILE21497	EMJC002YDCM.002402	JC002YDCM
NILE21497	EMJC002YDCM.002415	JC002YDCM
NILE21497	EMJC002YDCM.002428	JC002YDCM
NILE21497	EMJC002YDCM.002441	JC002YDCM
NILE21497	EMJC002YDCM.002454	JC002YDCM
NILE21497	EMJC002YDCM.002467	JC002YDCM
NILE21497	EMJC002YDCM.002480	JC002YDCM
NILE21497	EMJC002YDCM.002493	JC002YDCM
NILE21497	EMJC002YDCM.002506	JC002YDCM
NILE21497	EMJC002YDCM.002519	JC002YDCM
NILE21497	EMJC002YDCM.002532	JC002YDCM
NILE21497	EMJC002YDCM.002545	JC002YDCM
NILE21497	EMJC002YDCM.002558	JC002YDCM
NILE21497	EMJC002YDCM.002571	JC002YDCM
NILE21497	EMJC002YDCM.002584	JC002YDCM
NILE21497	EMJC002YDCM.002597	JC002YDCM
NILE21497	EMJC002YDCM.002610	JC002YDCM
NILE21497	EMJC002YDCM.002623	JC002YDCM
NILE21497	EMJC002YDCM.002636	JC002YDCM
NILE21497	EMJC002YDCM.002649	JC002YDCM
NILE21497	EMJC002YDCM.002662	JC002YDCM
NILE21497	EMJC002YDCM.002675	JC002YDCM
NILE21497	EMJC002YDCM.002688	JC002YDCM
NILE21497	EMJC002YDCM.002701	JC002YDCM
NILE21497	EMJC002YDCM.002714	JC002YDCM
NILR21486	RMJC002YDCM.000966	JC002YDCM
NILV21465	VMJC002YDCM.000118	JC002YDCM
NILV21466	VMJC002YDCM.000165	JC002YDCM
NILV21467	VMJC002YDCM.000238	JC002YDCM
NILV21468	VMJC002YDCM.000285	JC002YDCM
NILV21469	VMJC002YDCM.000345	JC002YDCM
NILV21470	VMJC002YDCM.000392	JC002YDCM
NILV21471	VMJC002YDCM.000601	JC002YDCM
NILV21472	VMJC002YDCM.000661	JC002YDCM
NILE21625	EMJC002YF1M.000024	JC002YF1M
NILE21650	EMJC002YF1M.000058	JC002YF1M
NILE21626	EMJC002YF1M.000071	JC002YF1M
NILE21652	EMJC002YF1M.000105	JC002YF1M
NILE21645	EMJC002YF1M.000118	JC002YF1M
NILE21625	EMJC002YF1M.000131	JC002YF1M
NILE21637	EMJC002YF1M.000178	JC002YF1M
NILE21650	EMJC002YF1M.000212	JC002YF1M
NILE21646	EMJC002YF1M.000225	JC002YF1M
NILE21647	EMJC002YF1M.000238	JC002YF1M
NILE21648	EMJC002YF1M.000251	JC002YF1M
NILE21650	EMJC002YF1M.000285	JC002YF1M
NILE21622	EMJC002YF1M.000298	JC002YF1M
NILE21622	EMJC002YF1M.000332	JC002YF1M
NILE21646	EMJC002YF1M.000379	JC002YF1M
NILE21632	EMJC002YF1M.000426	JC002YF1M
NILE21627	EMJC002YF1M.000460	JC002YF1M
NILE21649	EMJC002YF1M.000473	JC002YF1M
NILE21628	EMJC002YF1M.000507	JC002YF1M
NILE21629	EMJC002YF1M.000520	JC002YF1M
NILE21630	EMJC002YF1M.000533	JC002YF1M
NILE21625	EMJC002YF1M.000567	JC002YF1M
NILE21625	EMJC002YF1M.000601	JC002YF1M
NILE21628	EMJC002YF1M.000635	JC002YF1M
NILE21651	EMJC002YF1M.000669	JC002YF1M
NILE21646	EMJC002YF1M.000682	JC002YF1M
NILE21631	EMJC002YF1M.000729	JC002YF1M
NILE21621	EMJC002YF1M.000763	JC002YF1M
NILE21644	EMJC002YF1M.000776	JC002YF1M
NILE21652	EMJC002YF1M.000810	JC002YF1M
NILE21626	EMJC002YF1M.000823	JC002YF1M
NILE21638	EMJC002YF1M.000870	JC002YF1M
NILE21653	EMJC002YF1M.000904	JC002YF1M
NILE21623	EMJC002YF1M.000917	JC002YF1M
NILE21653	EMJC002YF1M.000951	JC002YF1M
NILE21652	EMJC002YF1M.000985	JC002YF1M
NILE21645	EMJC002YF1M.000998	JC002YF1M
NILE21645	EMJC002YF1M.001032	JC002YF1M
NILE21639	EMJC002YF1M.001045	JC002YF1M
NILE21652	EMJC002YF1M.001079	JC002YF1M
NILE21655	EMJC002YF1M.001092	JC002YF1M
NILE21625	EMJC002YF1M.001105	JC002YF1M
NILE21624	EMJC002YF1M.001139	JC002YF1M
NILE21645	EMJC002YF1M.001173	JC002YF1M
NILE21645	EMJC002YF1M.001186	JC002YF1M
NILE21645	EMJC002YF1M.001199	JC002YF1M
NILE21627	EMJC002YF1M.001233	JC002YF1M
NILE21628	EMJC002YF1M.001246	JC002YF1M
NILE21627	EMJC002YF1M.001259	JC002YF1M
