root_uid	relationmention_id	slot_type	argmention_id
JC002YC48	RMJC002YC48.000332	rel057arg01resident	EMJC002YC48.000225
JC002YC48	RMJC002YC48.000379	rel057arg02place	EMJC002YC48.000400
JC002YC48	RMJC002YC48.000379	rel057arg01resident	EMJC002YC48.000225
JC002YC48	RMJC002YC48.000426	rel057arg02place	EMJC002YC48.000447
JC002YC48	RMJC002YC48.000426	rel057arg01resident	EMJC002YC48.000225
JC002YC4N	RMJC002YC4N.000063	rel030arg02entityorfiller	EMJC002YC4N.000084
JC002YC4N	RMJC002YC4N.000063	rel030arg01measurement	EMJC002YC4N.000097
JC002YC4N	RMJC002YC4N.000217	rel048arg02title	EMJC002YC4N.000238
JC002YC4N	RMJC002YC4N.000217	rel048arg01person	EMJC002YC4N.000251
JC002YC4N	RMJC002YC4N.000512	rel048arg02title	EMJC002YC4N.000533
JC002YC4N	RMJC002YC4N.000512	rel048arg01person	EMJC002YC4N.000546
JC002YC4N	RMJC002YC4N.000619	rel059arg02event	VMJC002YC4N.000110
JC002YC4N	RMJC002YC4N.000619	rel059arg01entityresponsible	EMJC002YC4N.000251
JC002YC4N	RMJC002YC4N.000867	rel051arg01entityorfiller	EMJC002YC4N.000888
JC002YC4N	RMJC002YC4N.000867	rel051arg02place	EMJC002YC4N.000700
JC002YC4N	RMJC002YC4N.001275	rel030arg02entityorfiller	EMJC002YC4N.001296
JC002YC4N	RMJC002YC4N.001275	rel030arg01measurement	EMJC002YC4N.001309
JC002YF02	RMJC002YF02.000037	rel030arg02entityorfiller	EMJC002YF02.000058
JC002YF02	RMJC002YF02.000037	rel030arg01measurement	EMJC002YF02.000071
JC002YF02	RMJC002YF02.000152	rel030arg02entityorfiller	EMJC002YF02.000139
JC002YF02	RMJC002YF02.000152	rel030arg01measurement	EMJC002YF02.000186
JC002YF02	RMJC002YF02.000199	rel030arg02entityorfiller	EMJC002YF02.000220
JC002YF02	RMJC002YF02.000199	rel030arg01measurement	EMJC002YF02.000233
JC002YF02	RMJC002YF02.000246	rel047arg02jobrole	EMJC002YF02.000267
JC002YF02	RMJC002YF02.000246	rel047arg01person	EMJC002YF02.000280
JC002YF02	RMJC002YF02.000340	rel030arg02entityorfiller	EMJC002YF02.000314
JC002YF02	RMJC002YF02.000340	rel030arg01measurement	EMJC002YF02.000374
JC002YD6G	RMJC002YD6G.000348	rel039arg02organization	EMJC002YD6G.000369
JC002YD6G	RMJC002YD6G.000348	rel039arg01leader	EMJC002YD6G.000382
JC002YDCM	RMJC002YDCM.000966	rel040arg02governmentbodyorgpe	EMJC002YDCM.000987
JC002YDCM	RMJC002YDCM.000966	rel040arg01leader	EMJC002YDCM.001000
JC002YF1M	RMJC002YF1M.000144	rel030arg02entityorfiller	EMJC002YF1M.000105
JC002YF1M	RMJC002YF1M.000144	rel030arg01measurement	EMJC002YF1M.000178
JC002YF1M	RMJC002YF1M.000742	rel039arg02organization	EMJC002YF1M.000763
JC002YF1M	RMJC002YF1M.000742	rel039arg01leader	EMJC002YF1M.000776
JC002YF1M	RMJC002YF1M.000836	rel030arg02entityorfiller	EMJC002YF1M.000810
JC002YF1M	RMJC002YF1M.000836	rel030arg01measurement	EMJC002YF1M.000870
JC002YF1M	RMJC002YF1M.001011	rel039arg02organization	EMJC002YF1M.001032
JC002YF1M	RMJC002YF1M.001011	rel039arg01leader	EMJC002YF1M.001045
