root_uid	eventmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	attribute	start_date_type	start_date	end_date_type	end_date
JC002YF1M	VMJC002YF1M.000392	JC002YF4Y	774	799	suministro de medicamentos	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Girl was given medicine	medical	intervention	intervention	none	starton	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000439	JC002YF4Y	828	831	caso	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Girl may have had chikungunya	life	injure	illnessdegredationsickness	none	startbefore	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000486	JC002YF4Y	1600	1606	muertes	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Deaths, possibly due to chikungunya but not serious dengue or meningococcus	life	die	nonviolentdeath	none	startbefore	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000546	JC002YF4Y	1483	1492	enfermedad	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Febrile illness	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-09-15	endunk	EMPTY_NA
JC002YF1M	VMJC002YF1M.000580	JC002YF4Y	1568	1577	enfermedad	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The illness	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-09-15	endunk	EMPTY_NA
JC002YF1M	VMJC002YF1M.000614	JC002YF4Y	2202	2207	muerte	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Deaths, not caused by chikungunya	life	die	nonviolentdeath	none	startbefore	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000648	JC002YF4Y	2320	2326	muertes	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Deaths of patients with fever and underlying pathologies	life	die	nonviolentdeath	none	startbefore	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000695	JC002YF4Y	2381	2399	tuvieron patologías	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Patients who died had underlying pathologies	life	injure	illnessdegredationsickness	none	startbefore	2014-09-15	endbefore	2014-09-15
JC002YF1M	VMJC002YF1M.000789	JC002YF4Y	2773	2785	fallecimiento	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The death of eight people from hemorrhagic fever syndrome	life	die	nonviolentdeath	none	startbefore	2014-09-13	endbefore	2014-09-13
JC002YF1M	VMJC002YF1M.000883	JC002YF4Y	2938	2943	muerte	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Death of Frank Gonzalo Fossi	life	die	nonviolentdeath	none	startbefore	2014-09-15	endbefore	2014-09-15
JC002YF1M	VMJC002YF1M.000930	JC002YF4Y	3137	3142	muerte	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Death of Frank Gonzalo Fossi	life	die	nonviolentdeath	none	startbefore	2014-09-15	endbefore	2014-09-15
JC002YF1M	VMJC002YF1M.000964	JC002YF4Y	3156	3165	fallecidos	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Deaths reported by the Colegio de Meedicos	life	die	nonviolentdeath	none	startbefore	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.001058	JC002YF4Y	3583	3588	muerte	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The deaths Sarmiento talked about, not due to a common factor or strange disease	life	die	nonviolentdeath	none	startbefore	2014-09-13	endbefore	2014-09-13
