root_uid	eventmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	attribute	start_date_type	start_date	end_date_type	end_date
IC001V8WF	VMIC001V8WF.001241	IC001VBI8	1000	1006	attempt	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the failed assassination attempt LIFE DIE NOT	life	die	deathcausedbyviolentevents	not	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001314	IC001VBI8	1420	1425	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Attack on Maduro - LIFE DIE / NOT	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001335	IC001VBI8	1479	1486	incident	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the incident (assassination attempt) - LIFE DIE / NOT	life	die	deathcausedbyviolentevents	not	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001356	IC001VBI8	1479	1486	incident	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the incident (assassination attempt) - CONFLICT ATTACK	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001377	IC001VBI8	1420	1425	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Attack on Maduro - CONFLICT ATTACK	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001398	IC001VBI8	382	392	assassinate	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Assassination attempt - CONFLICT ATTACK	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001575	IC001VBI8	712	715	plot	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The plot (attempt to assassinate Maduro) CONFLICT ATTACK	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001596	IC001VBI8	1000	1006	attempt	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the failed assassination attempt CONFLICT ATTACK	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001638	IC001VBI8	1717	1725	announced	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Reverol announced six others had been detained in connection with the plot	contact	publicstatementinperson	unspecified	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8WF	VMIC001V8WF.001680	IC001VBI8	1752	1759	detained	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	six others had been detained in connection with the plot	justice	arrestjaildetain	arrestjaildetain	none	startafter	2018-07-04	endunk	EMPTY_NA
IC001V8WF	VMIC001V8WF.001701	IC001VBI8	1784	1787	plot	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the plot LIFE DIE NOT	life	die	deathcausedbyviolentevents	not	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001722	IC001VBI8	1784	1787	plot	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the plot CONFLICT ATTACK	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001806	IC001VBI8	1968	1980	malfunctioned	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the drones malfunctioned	artifactexistence	artifactfailure	mechanicalfailure	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001827	IC001VBI8	1998	2004	hitting	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	one hitting a nearby apartment building	disaster	accidentcrash	accidentcrash	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001848	IC001VBI8	2045	2052	crashing	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the other crashing after getting disoriented by government jamming signals	disaster	accidentcrash	accidentcrash	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001869	IC001VBI8	2131	2138	injuring	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The blasts ended up injuring at least seven troops	life	injure	injurycausedbyviolentevents	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001890	IC001VBI8	2115	2120	blasts	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	blasts	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001958	IC001VBI8	2115	2120	blasts	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	blasts left the president, seemingly their intended target, physically unscathed CONFLICT ATTACK	conflict	attack	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.001979	IC001VBI8	2230	2238	unscathed	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	blasts left the president, seemingly their intended target, physically unscathed LIFE INJURE NOT	life	injure	injurycausedbyviolentevents	not	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.002000	IC001VBI8	2211	2216	target	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro was seemingly drones intended target	inspection	targetaimat	targetaimat	hedged	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.002487	IC001VBI8	2068	2078	disoriented	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone is disoriented	artifactexistence	artifactfailure	mechanicalfailure	none	starton	2018-08-04	endon	2018-08-04
IC001V8WF	VMIC001V8WF.002925	IC001VBI8	1869	1876	carrying	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	each carrying about two pounds of C4 explosive material	movement	transportartifact	bringcarryunload	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000003	IC001VBJM	100	107	detained	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Six people detained by authorities	justice	arrestjaildetain	arrestjaildetain	none	startbefore	2018-08-05	endbefore	2018-08-05
IC001V9U9	VMIC001V9U9.000050	IC001VBJM	182	192	assassinate	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Six people attempt to assassinate Nicolas Maduro	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000123	IC001VBJM	300	305	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Terrifying attack	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000144	IC001VBJM	391	399	conspired	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opposition factions conspire with assailants (actual)	contact	collaborate	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9U9	VMIC001V9U9.000204	IC001VBJM	391	399	conspired	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opposition factions conspire with assailants (hedged)	contact	collaborate	unspecified	hedged	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9U9	VMIC001V9U9.000264	IC001VBJM	643	648	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Thwarted attack	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000379	IC001VBJM	970	973	flew	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Assailants fly 2 drones with 1 kilogram of C-4	movement	transportartifact	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000439	IC001VBJM	1052	1057	toward	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drones flown toward Maduro, his wife, and top leaders	inspection	targetaimat	targetaimat	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000538	IC001VBJM	1384	1388	knock	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Military knocks a drone off course	movement	transportartifact	lossofcontrol	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000572	IC001VBJM	1448	1454	crashed	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone crashes into an apartment building	disaster	accidentcrash	accidentcrash	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.000619	IC001VBJM	1607	1614	detained	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Six terrorists and assassins detained	justice	arrestjaildetain	arrestjaildetain	none	startbefore	2018-08-05	endbefore	2018-08-05
IC001V9U9	VMIC001V9U9.000666	IC001VBJM	1851	1858	protests	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	2014 protests	conflict	demonstrate	marchprotestpoliticalgathering	none	starton	2014-xx-xx	endon	2014-xx-xx
IC001V9U9	VMIC001V9U9.000713	IC001VBJM	2035	2040	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Attack on a military barracks	conflict	attack	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9U9	VMIC001V9U9.000760	IC001VBJM	2146	2149	said	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Vladimir Padrino Lopez appears on state television	contact	mediastatement	unspecified	none	starton	2018-08-05	endon	2018-08-05
IC001V9U9	VMIC001V9U9.000794	IC001VBJM	2170	2175	aiming	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Attackers target Maduro and Venezuela's entire top leadership	inspection	targetaimat	targetaimat	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001251	IC001VBJM	2578	2586	explosion	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Explosion	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001285	IC001VBJM	2657	2664	crashing	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone crashes into a building	disaster	accidentcrash	accidentcrash	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001332	IC001VBJM	2508	2515	hovering	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone hovering over a residential street	movement	transportartifact	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001379	IC001VBJM	2701	2704	fell	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone falls to the ground	movement	transportartifact	fall	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001439	IC001VBJM	2724	2731	exploded	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone explodes	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001486	IC001VBJM	2745	2748	fire	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Fire in an apartment	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endunk	EMPTY_NA
IC001V9U9	VMIC001V9U9.001533	IC001VBJM	2745	2748	fire	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Fire damages an apartment	artifactexistence	damagedestroy	damage	none	starton	2018-08-04	endunk	EMPTY_NA
IC001V9U9	VMIC001V9U9.001580	IC001VBJM	2884	2892	explosion	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Second explosion	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001601	IC001VBJM	2918	2919	It	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Second explosion	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001622	IC001VBJM	2992	2998	address	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro addresses the nation	contact	mediastatement	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001669	IC001VBJM	3093	3100	exploded	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Flying device explodes	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001703	IC001VBJM	3206	3210	blast	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Second explosion	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001724	IC001VBJM	3250	3257	escorted	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Bodyguards escort Maduro away from parade	movement	transportperson	evacuationrescue	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.001771	IC001VBJM	3371	3377	scatter	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Soldiers scatter	movement	transportperson	evacuationrescue	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.002322	IC001VBJM	3465	3476	coordination	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Far right coordinates with others in Botoga and Miami	contact	collaborate	unspecified	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V9U9	VMIC001V9U9.002408	IC001VBJM	3656	3661	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone attack	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.002455	IC001VBJM	3865	3868	told	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	John Bolton makes a statement	contact	mediastatement	unspecified	none	starton	2018-08-05	endon	2018-08-05
IC001V9U9	VMIC001V9U9.002489	IC001VBJM	4632	4635	shot	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Soldiers shoot down drones	conflict	attack	firearmattack	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.002536	IC001VBJM	4535	4540	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone attack by Soldiers in T-shirts	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.002609	IC001VBJM	4535	4540	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone attack by Soldiers in T-shirts (Attacker hedged)	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001V9U9	VMIC001V9U9.002823	IC001VBJM	4425	4428	said	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Broad Front makes a statement	contact	mediastatement	unspecified	none	startafter	2018-08-04	endafter	2018-08-04
IC001V9U9	VMIC001V9U9.004248	IC001VBJM	3123	3124	it	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	First drone explosion	disaster	fireexplosion	fireexplosion	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.000050	IC001VBFN	67	79	assassination	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Assassination attempt on Nicolas Maduro	conflict	attack	bombing	not	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.000144	IC001VBFN	224	233	explosions	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro and his wife looked up at the explosions	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.000165	IC001VBFN	318	322	blast	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A drone blast near Maduro	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.000212	IC001VBFN	694	699	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The drone attack on Maduro	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.000233	IC001VBFN	891	898	arrested	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan officials say six "terrorists" have been arrested.	justice	arrestjaildetain	arrestjaildetain	none	startafter	2018-08-04	endafter	2018-08-04
IC001VAPK	VMIC001VAPK.000267	IC001VBFN	937	942	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	an attack on a military base in 2017	conflict	attack	unspecified	none	starton	2017-xx-xx	endon	2017-xx-xx
IC001VAPK	VMIC001VAPK.000314	IC001VBFN	1009	1016	arrested	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	another one of six terrorists was arrested after anti-gov't protests in 2014	justice	arrestjaildetain	arrestjaildetain	none	startafter	2014-xx-xx	endafter	2014-xx-xx
IC001VAPK	VMIC001VAPK.000348	IC001VBFN	1040	1047	protests	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	anti-government protests in 2014	conflict	demonstrate	marchprotestpoliticalgathering	none	starton	2014-xx-xx	endon	2014-xx-xx
IC001VAPK	VMIC001VAPK.000382	IC001VBFN	410	421	whisked away	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro was whisked away	movement	transportperson	evacuationrescue	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.000711	IC001VBFN	2336	2342	injured	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	seven of the National Guard were injured and have been receiving treatment.	life	injure	injurycausedbyviolentevents	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.000805	IC001VBFN	2368	2376	treatment	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	seven of the National Guard have been receiving treatment	medical	intervention	intervention	none	starton	2018-08-04	endafter	2018-08-04
IC001VAPK	VMIC001VAPK.000839	IC001VBFN	2453	2458	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the attack (the drone blast at the Maduro speech)	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.001048	IC001VBFN	2872	2874	fly	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	fly two drones loaded with C4 explosives over the presidential box	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VAPK	VMIC001VAPK.001155	IC001VBFN	3044	3064	assassination attempt	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Soldiers in T-shirts assassination attempt on Maduro	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000092	IC001VGWW	109	116	arrested	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Six people arrested	justice	arrestjaildetain	arrestjaildetain	none	startafter	2018-08-04	endafter	2018-08-04
IC001VGO2	VMIC001VGO2.000126	IC001VGWW	144	156	assassination	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Assassination attempt against Nicolas Maduro	conflict	attack	bombing	hedged	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000186	IC001VGWW	305	311	assault	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Assault on Maduro using drones	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000246	IC001VGWW	356	359	flew	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drones fly explosives toward Maduro	movement	transportartifact	bringcarryunload	none	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000293	IC001VGWW	361	366	toward	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro targeted with drones	inspection	targetaimat	targetaimat	none	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000353	IC001VGWW	413	418	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drone attack against Maduro	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000387	IC001VGWW	514	521	arrested	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Six people arrested for "terrorism and assassination"	justice	arrestjaildetain	arrestjaildetain	none	startbefore	2018-08-05	endbefore	2018-08-05
IC001VGO2	VMIC001VGO2.000421	IC001VGWW	539	547	terrorism	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Six people commit terrorism (accused)	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000455	IC001VGWW	553	565	assassination	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Six people commit assassination (accused)	conflict	attack	bombing	none	starton	2018-08-04	endon	2018-08-04
IC001VGO2	VMIC001VGO2.000489	IC001VGWW	640	647	detained	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	One attacker detained	justice	arrestjaildetain	arrestjaildetain	none	startbefore	2018-08-05	endbefore	2018-08-05
IC001VGO2	VMIC001VGO2.000523	IC001VGWW	723	728	attack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Attack on a military base in Valencia	conflict	attack	unspecified	none	starton	2017-08-xx	endon	2017-08-xx
IC001VGO2	VMIC001VGO2.000583	IC001VGWW	809	816	arrested	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	One of the six attackers arrested during 2014 protests	justice	arrestjaildetain	arrestjaildetain	none	starton	2014-xx-xx	endon	2014-xx-xx
IC001VGO2	VMIC001VGO2.000617	IC001VGWW	850	857	protests	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	2014 anti-government protests	conflict	demonstrate	marchprotestpoliticalgathering	none	starton	2014-xx-xx	endon	2014-xx-xx
IC001VGO2	VMIC001VGO2.000651	IC001VGWW	956	962	carried	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drones carry C-4	movement	transportartifact	bringcarryunload	none	starton	2018-08-04	endon	2018-08-04
